Price_Real_Sugar_Brasil,Price_Real_Ethanol_Brasil,Price_Real_Ethanol_USA,Price_Real_Sugar_CHINA,Price_Real_Raizen
149.66,2696.0,10.792350831552541,4868.172326299876,3.71
148.61,2666.5,10.70574359214219,4795.149128342668,3.77
147.83,2642.0,10.627596929701394,4762.551735928459,3.92
148.34,2631.5,10.607793878884015,4793.871961697383,3.95
147.21,2635.5,10.640162615255656,4807.193007669092,3.965
146.08,2639.5,10.617566326530612,4849.903564596103,3.98
147.91,2633.5,10.54885174175569,4810.795065549891,3.99
145.81,2638.5,10.54885174175569,4788.1438697889,3.89
148.02,2666.5,10.49391516328985,4746.623631451728,3.94
145.15,2649.5,10.435279046122563,4739.586790724084,3.95
145.08,2654.0,10.402990151376983,4749.072215108835,3.95
142.95,2647.5,10.377774962270399,4705.086337008519,3.97
141.79,2593.5,10.352559773163815,4667.393031021386,4.15
143.45,2598.0,10.352559773163815,4648.175422509202,4.23
143.66,2618.5,10.294701046882112,4596.904405779243,4.26
143.45,2617.0,10.371171903711868,4545.633389049283,4.42
143.06,2615.5,10.327394852537093,4513.360438614262,4.44
140.95,2620.5,10.322716738197425,4507.734601700689,4.39
138.96,2620.5,10.47229530078625,4513.614278493809,4.59
